cause,sex,frmat,IM_Frmat,deaths1,deaths2,deaths3,deaths4,deaths5,deaths6,deaths7,deaths8,deaths9,deaths10,deaths11,deaths12,deaths13,deaths14,deaths15,deaths16,deaths17,deaths18,deaths19,deaths20,deaths21,deaths22,deaths23,deaths24,deaths25,deaths26,IM_deaths1,IM_deaths2,IM_deaths3,IM_deaths4
K229,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
K250,1,00,01,291,0,0,0,0,0,0,0,0,0,0,4,3,10,14,22,30,31,38,36,27,33,30,9,4,0,0,0,0,0
K250,2,00,01,216,0,0,0,0,0,0,0,0,0,0,3,1,0,2,4,14,14,15,12,28,47,42,28,6,0,0,0,0,0
K251,1,00,01,126,0,0,0,0,0,0,1,0,0,0,1,2,4,6,7,14,26,14,11,9,14,12,4,1,0,0,0,0,0
K251,2,00,01,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,14,10,13,26,20,17,7,0,0,0,0,0
K252,1,00,01,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,6,1,3,1,0,3,0,0,0,0,0,0,0
K252,2,00,01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,2,2,0,0,0,0,0,0,0
K253,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K253,2,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
K254,1,00,01,130,0,0,0,0,0,0,0,0,0,1,2,2,6,7,12,18,11,16,11,11,14,13,5,1,0,0,0,0,0
K254,2,00,01,93,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8,3,10,7,8,10,29,14,1,0,0,0,0,0
K255,1,00,01,35,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,6,10,6,1,2,4,2,0,0,0,0,0,0,0
K255,2,00,01,61,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,4,3,6,7,10,15,6,0,0,0,0,0,0
K256,1,00,01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,3,1,2,1,0,0,0,0,0,0
K256,2,00,01,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,3,1,1,1,1,0,0,0,0,0
K259,1,00,01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,2,2,0,2,0,0,0,0,0,0,0
K259,2,00,01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5,7,1,0,0,0,0,0,0
K260,1,00,01,124,0,0,0,0,0,0,0,0,0,1,1,2,2,7,15,12,12,19,14,13,11,12,2,1,0,0,0,0,0
K260,2,00,01,94,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,4,8,10,9,17,25,10,4,0,0,0,0,0
K261,1,00,01,45,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,5,4,10,3,6,3,2,2,0,0,0,0,0,0
K261,2,00,01,67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,6,10,11,10,12,5,2,0,0,0,0,0
K262,1,00,01,14,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0
K262,2,00,01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,1,1,1,0,0,0,0,0
K263,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
K264,1,00,01,76,0,0,0,0,0,0,0,0,0,0,2,2,6,1,2,10,9,7,4,14,7,7,5,0,0,0,0,0,0
K264,2,00,01,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,9,3,4,7,10,8,2,0,0,0,0,0
K265,1,00,01,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,3,4,4,2,1,1,1,0,0,0,0,0
K265,2,00,01,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,3,5,5,4,1,0,0,0,0,0
K266,1,00,01,20,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,2,4,3,1,1,1,0,0,0,0,0,0
K266,2,00,01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,4,1,0,0,0,0,0,0
K267,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K269,1,00,01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0,0
K269,2,00,01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0,0,0,0
K270,1,00,01,89,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,6,8,10,14,15,8,14,2,0,0,0,0,0,0
K270,2,00,01,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,9,6,9,14,15,12,3,0,0,0,0,0
K271,1,00,01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,1,0,0,0,0,0,0,0,0,0
K271,2,00,01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,5,5,3,1,0,0,0,0,0
K272,1,00,01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
K274,1,00,01,430,0,0,0,0,0,0,0,0,0,2,4,8,10,28,30,41,46,66,32,42,62,38,16,5,0,0,0,0,0
K274,2,00,01,417,0,0,0,0,0,0,0,0,1,0,3,2,1,6,9,14,42,30,22,41,76,89,62,19,0,0,0,0,0
K275,1,00,01,44,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,3,6,7,5,7,7,2,0,0,0,0,0,0
K275,2,00,01,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,5,13,15,14,5,5,0,0,0,0,0
K276,1,00,01,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,2,0,0,2,0,0,0,0,0,0,0,0
K276,2,00,01,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,1,1,1,0,0,0,0,0,0
K277,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K277,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K279,1,00,01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0
K279,2,00,01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,1,1,0,0,0,0,0
K280,1,00,01,18,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0
K280,2,00,01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10,2,3,0,0,0,0,0,0
K281,1,00,01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,1,0,1,0,0,0,0,0,0
K281,2,00,01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,6,4,1,0,0,0,0,0
K282,1,00,01,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
K282,2,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
K283,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
K283,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
K284,1,00,01,70,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,7,9,7,4,8,8,9,7,1,0,0,0,0,0
K284,2,00,01,56,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,5,5,5,2,8,6,8,9,2,0,0,0,0,0
K285,1,00,01,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,1,2,1,1,1,0,0,0,0,0,0,0
K285,2,00,01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,3,0,0,0,0,0,0
K286,1,00,01,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
K286,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
K287,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K287,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
K289,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K289,2,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
K290,1,00,01,49,0,0,0,0,0,0,0,0,0,0,2,2,3,4,2,5,4,7,2,6,4,7,1,0,0,0,0,0,0
K290,2,00,01,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,2,6,5,6,6,9,2,0,0,0,0,0
K291,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
K292,1,00,01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0
K294,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K295,1,00,01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0
K295,2,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
K297,1,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
K297,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
K299,1,00,01,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,2,0,2,2,2,1,0,0,0,0,0,0
K299,2,00,01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0
K310,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K311,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K319,1,00,01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,1,0,0,0,0,0,0,0
K319,2,00,01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0
K352,1,00,01,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,1,3,3,3,0,0,0,0,0,0,0,0
K352,2,00,01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,1,5,3,0,0,0,0,0,0,0
K353,1,00,01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0
K353,2,00,01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,1,2,0,0,0,0,0,0
K358,2,00,01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
K36,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K37,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
K383,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K400,1,00,01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
K400,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
K401,1,00,01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,1,0,0,0,0,0,0,0
K402,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K403,1,00,01,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,3,14,6,3,1,0,0,0,0,0
K403,2,00,01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0
K404,1,00,01,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,6,6,7,1,1,0,0,0,0,0
K404,2,00,01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,4,3,5,1,0,0,0,0,0
K410,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K410,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
K411,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
K411,2,00,01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0
K413,2,00,01,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,4,12,0,0,0,0,0,0
K414,1,00,01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0
K414,2,00,01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,9,3,1,0,0,0,0,0
K420,1,00,01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0
K420,2,00,01,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,3,6,10,2,1,0,0,0,0,0
K421,1,00,01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0
K421,2,00,01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,3,0,0,0,0,0,0,0
K430,1,00,01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,4,2,3,1,0,0,0,0,0,0
K430,2,00,01,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,11,17,5,2,0,0,0,0,0
K431,1,00,01,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2,4,0,0,1,0,0,0,0,0
K431,2,00,01,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4,5,2,9,8,5,0,0,0,0,0,0
K440,1,00,01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,2,0,0,0,0,0,0,0
K440,2,00,01,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0
K441,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K441,2,00,01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0
K450,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
K450,2,00,01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0
K451,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
K451,2,00,01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
K461,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K461,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
K500,1,00,01,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
K500,2,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
K501,1,00,01,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K501,2,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
K508,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K508,2,00,01,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
K509,1,00,01,14,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,1,2,2,1,0,1,0,0,0,0,0,0,0
K509,2,00,01,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0
K510,1,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
K510,2,00,01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0
K512,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K513,1,00,01,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
K518,1,00,01,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
K518,2,00,01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,2,1,0,0,0,0,0,0
K519,1,00,01,26,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,6,2,4,3,3,2,0,0,0,0,0,0,0
K519,2,00,01,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,1,5,4,4,3,1,0,0,0,0,0,0
K520,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K521,1,00,01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0
K521,2,00,01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
K528,1,00,01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,2,3,1,0,0,0,0,0,0
K528,2,00,01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,1,0,0,0,0,0,0
K529,1,00,01,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,5,3,2,5,1,0,0,0,0,0,0
K529,2,00,01,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,5,24,9,9,0,0,0,0,0,0
K550,1,00,01,365,0,0,0,0,0,0,0,0,3,0,1,2,5,6,9,19,45,58,51,65,51,29,16,5,0,0,0,0,0
K550,2,00,01,584,0,0,0,0,0,0,0,0,0,1,0,0,1,6,6,14,30,62,51,98,130,120,58,7,0,0,0,0,0
K551,1,00,01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,1,1,0,0,0,0,0
K551,2,00,01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,8,2,1,0,0,0,0,0
K552,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K558,1,00,01,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
K558,2,00,01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,1,4,0,0,0,0,0,0
K559,1,00,01,76,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,10,13,7,13,16,8,4,0,0,0,0,0,0
K559,2,00,01,77,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,10,11,5,20,15,5,3,0,0,0,0,0
K560,1,00,01,56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,7,6,5,6,14,6,5,0,0,0,0,0,0
K560,2,00,01,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,4,11,21,24,13,4,0,0,0,0,0
K561,1,00,01,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
K561,2,00,01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
K562,1,00,01,33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,2,2,3,3,10,3,0,0,0,0,0,0
K562,2,00,01,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,7,13,10,5,1,0,0,0,0,0
K563,1,00,01,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
K563,2,00,01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0
K564,1,00,01,61,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,8,5,10,15,5,4,3,0,0,0,0,0
K564,2,00,01,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,16,26,26,13,8,0,0,0,0,0
K565,1,00,01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,1,0,0,0,0,0,0,0,0
K565,2,00,01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,4,3,1,1,0,0,0,0,0
K566,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K566,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
K570,1,00,01,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,3,1,1,1,0,0,0,0,0,0,0
K570,2,00,01,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,11,2,0,0,0,0,0,0
K571,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K571,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K572,1,00,01,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,9,9,14,14,9,19,6,0,0,0,0,0,0
K572,2,00,01,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,20,13,20,35,38,16,1,0,0,0,0,0
K573,1,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
K573,2,00,01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0
K574,1,00,01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,1,1,1,0,0,0,0,0
K574,2,00,01,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,10,2,1,0,0,0,0,0
K575,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
K578,1,00,01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,2,7,4,0,0,0,0,0,0,0
K578,2,00,01,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,3,7,10,5,2,0,0,0,0,0
K579,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
K579,2,00,01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
K591,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K591,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K593,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
K593,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K598,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
K599,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K599,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K610,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K610,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K611,1,00,01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
K611,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
K612,1,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
K613,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
K613,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
K623,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K626,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
K626,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
